company,job_title,location,job_type,experience_level,salary,requirment_of_the_company,facilities,role
Deezer,Data Analyst Intern m/f/d - Content,"Paris, France",Internship,Entry-level,,"Computer Science,Data analysis,Data Analytics,Data Studio,Economics,Engineering","Career development,Startup environment,Yoga,,",data analyst
2K,Data Engineer II,"Austin, Texas, United States",Full Time,Senior-level,115000.0,"Airflow,APIs,AWS,Azure,Big Data,Business Intelligence","Career development,,,,",data engineer
Back Market,Senior Data Analyst -  Growth & Customer Engagement,Paris,Full Time,Senior-level,92000.0,"E-commerce,Python,SQL,Statistics,,","Career development,Equity,Flex hours,Flex vacation,Health care",data analyst
Bosch Group,Data Engineer - Architecting and Developing Bosch-wide Analytical Solutions (M/F),"Lisboa, Portugal",Full Time,Senior-level,115000.0,"Agile,Architecture,Azure,Big Data,Business Intelligence,Computer Science","Career development,Flex hours,,,",data engineer
Adevinta,Senior Data Analyst Coches.net,"Barcelona, Spain",Full Time,Senior-level,92000.0,"Airflow,Big Data,Classification,Clustering,Data analysis,Databricks","Career development,Competitive pay,Conferences,Fitness / gym,Gear",data analyst
Utility Warehouse,Partner and Growth Data Analyst,"London, United Kingdom",Full Time,Entry-level,42000.0,"Architecture,Data Analytics,Data Studio,GCP,Looker,Python","Career development,Competitive pay,Equity,Fitness / gym,Health care",data analyst
Tiger Analytics,Manager - Data Engineering,"Jersey City, New Jersey, United States - ",Full Time,Mid-level,73000.0,"AWS,Azure,Big Data,BigQuery,Data governance,Data pipelines","Career development,,,,",data engineer
Visa,Senior Data Scientist,"Tokyo, Japan",Full Time,Senior-level,129000.0,"Banking,Clustering,Computer Science,Consulting,Linux,Machine Learning","Career development,Team events,Travel,,",data scientist
Natixis in Portugal,Senior Big Data Engineer  CIB,"Porto, Portugal",Full Time,Senior-level,30000.0,"Agile,Architecture,Azure,Banking,Big Data,Bitbucket","Gear,Home office stipend,Startup environment,,",big data engineer
Publicis Groupe,Data Engineer (H/F) - Alternance,"Paris, France",Full Time,Entry-level,59000.0,"Agile,Engineering,Kafka,Machine Learning,Python,Scala",",,,,",data engineer
Bosch Group,Senior Data Engineer - Architecting and Developing Bosch-wide Analytical Solutions (M/F),"Lisboa, Portugal",Full Time,Senior-level,115000.0,"Agile,Architecture,Azure,Big Data,Business Intelligence,Computer Science","Career development,Flex hours,,,",data engineer
WHOOP,Data Scientist (Coaching),"Boston, MA",Full Time,Senior-level,129000.0,"Bayesian,Causal inference,Computer Science,Data visualization,Machine Learning,Mathematics",",,,,",data scientist
Pipedrive,Data Science Lead,"Tallinn, Estonia",Full Time,Senior-level,62000.0,"AWS,Data analysis,Data Analytics,Data governance,EDA,Engineering","Career development,Competitive pay,Equity,Flex hours,Health care",data scientist
dentsu international,Analyst- Data Management,"Chennai, India",Full Time,Entry-level,35000.0,"Data Analytics,Data management,Excel,Statistics,,","Startup environment,,,,",other
SoFi,Data Scientist,CA - San Francisco HQ; CA - ,Full Time,Senior-level,140000.0,"AWS,Business Intelligence,Computer Science,Data analysis,Finance,FinTech","Career development,Competitive pay,Health care,Insurance,",data scientist
AFRY,Data Engineer,"Gothenburg, Sweden",Full Time,Senior-level,115000.0,"AWS,Azure,Computer Science,Databricks,Data pipelines,Data warehouse",",,,,",data engineer
Applied Physics,Data Scientist,"Stockholm, Stockholm County, Sweden",Full Time,Mid-level,55000.0,"Computer Science,Data analysis,Data management,Engineering,Linux,Machine Learning","Career development,Competitive pay,Equity,Flex hours,",data scientist
SoFi,"Staff Data Scientist, Invest",CA - San Francisco HQ; CA - ,Full Time,Senior-level,197000.0,"A/B testing,Airflow,AWS,Big Data,Business Analytics,Data visualization","Career development,Competitive pay,Health care,Insurance,",data scientist
Publicis Groupe,Head of Data & Analyst,"London, United Kingdom",Full Time,Executive-level,102000.0,"Business Intelligence,Data management,Python,R,Spark,Statistics","Team events,,,,",other
Deliveroo,"Data Analyst, Marketing","Hyderabad, Telangana, India",Full Time,Senior-level,92000.0,"Causal inference,Data Mining,Data quality,Excel,Finance,Machine Learning","Career development,Flex vacation,Health care,,",data analyst
Vosker,Data Architect,"Montreal, QC, Canada",Full Time,Senior-level,135000.0,"Architecture,Data governance,Data Warehousing,Engineering,ETL,RDBMS","Health care,,,,",data architect
Tiger Analytics,"Lead Data Scientist (DL & AI Modeling, Forecasting) (Canada)","Toronto, Ontario, Canada - Remote",Full Time,Mid-level,55000.0,"Computer Science,Consulting,Consulting firm,Data visualization,Deep Learning,Economics","Career development,Conferences,,,",data scientist
Unit4,Cloud FinOps (Data Analyst Engineer),"Kuala Lumpur, Malaysia",Full Time,Entry-level,42000.0,"AWS,Azure,Consulting,Data analysis,Databricks,DevOps","Career development,Startup environment,Unlimited paid time off,,",data analyst
Guidewire Software,Data Analyst - Chennai,India - Chennai,Full Time,Senior-level,92000.0,"APIs,Bitbucket,Computer Science,Data quality,Data visualization,Engineering","Career development,Insurance,,,",data analyst
Publicis Groupe,Data Analyst (H/F) - Alternance,"Paris, France",Full Time,Entry-level,42000.0,"Agile,AWS,Azure,BigQuery,Data Analytics,Engineering",",,,,",data analyst
insightsoftware,Data Engineer II,"Houston, TX, United States",Full Time,Senior-level,115000.0,"Agile,Architecture,AWS,Azure,Business Intelligence,Data analysis",",,,,",data engineer
Bosch Group,"Financial Data Analyst (Power BI, English)","Tân Bình, Vietnam",Full Time,Entry-level,42000.0,"Computer Science,Consulting,Data analysis,Data Mining,Economics,Engineering","Flex hours,Salary bonus,Startup environment,Team events,Yoga",data analyst
Experfy Inc,Senior Business Analyst/Data Analyst,"Boston, Massachusetts, United States",Full Time,Mid-level,56000.0,"Agile,Business Intelligence,Data Analytics,Data management,Data quality,Data visualization",",,,,",data analyst
Zest AI,Data Scientist,Remote,Full Time,Senior-level,95000.0,"Big Data,Computer Science,Engineering,Machine Learning,Mathematics,Physics",",,,,",data scientist
Sigma Defense,Senior SMWDC Data Analyst Team Lead,"San Diego, California, United States",Full Time,Senior-level,110000.0,"Data Analytics,Excel,Security,,,","Career development,Competitive pay,Flex vacation,Health care,Insurance",data analyst
BlackSky,Senior Software Engineer (Data Engineering),"Herndon, VA , Remote",Full Time,Senior-level,115000.0,"Agile,Airflow,Architecture,AWS,Big Data,Business Intelligence","401(k) matching,Career development,Flex hours,Flex vacation,Health care",data engineer
Sogetrel,Alternance - Assistant Data Analyst H/F,"Canejan, France",Full Time,Entry-level,42000.0,"Big Data,Excel,Power BI,Tableau,,",",,,,",data analyst
MealSuite,Nutrition Data Management Specialist,"Cambridge, Ontario, Canada",Full Time,Mid-level,56000.0,"Agile,Data management,Excel,,,","Career development,Startup environment,Unlimited paid time off,,",other
CI&T,"[10418 ] Data Developer Master, Brazil",Brazil,Full Time,,50000.0,"AWS,Azure,CX,Engineering,Hadoop,Oracle",",,,,",data engineer
Cedar,Data Scientist III (Data Products),"New York City, United States",Full Time,Senior-level,148000.0,"Business Intelligence,Engineering,Healthcare technology,Looker,Machine Learning,ML models","Career development,Competitive pay,Equity,Flex vacation,Health care",data scientist
Believe,Data Specialist,"Paris, France",Full Time,Senior-level,70000.0,"AWS,Big Data,Databricks,Data management,,","Transparency,,,,",other
BlaBlaCar,Data Engineer - BlaBlaCar Daily,Paris or Remote from France,Full Time,Mid-level,73000.0,"Airflow,BigQuery,Data management,Data quality,Data warehouse,Engineering","Career development,Flex hours,Health care,Parental leave,Relocation support",data engineer
Zscaler,"Sr Data Engineer - Machine Learning, Data Cleaning, Streaming, Pipelining, Preprocessing, ETL","Bengaluru, India",Full Time,Senior-level,115000.0,"Airflow,BigQuery,Business Intelligence,Computer Science,Distributed Systems,Docker","Startup environment,Team events,,,",data engineer
InnovaFeed,Junior Data Engineer M/W,Paris,Full Time,Entry-level,59000.0,"Computer Science,Databricks,Data pipelines,Data quality,Engineering,Industrial","Startup environment,,,,",data engineer
Publicis Groupe,Product Data Strategist (Hybrid),"Los Angeles, CA, United States",Full Time,Executive-level,81000.0,"Architecture,AWS,Azure,Computer Science,Data analysis,Data Mining","Career development,Health care,,,",other
Databricks,Customer Data Engineer,"Heredia, Costa Rica",Full Time,Entry-level,59000.0,"AWS,Azure,Consulting,Data Analytics,Databricks,Data Warehousing",",,,,",data engineer
Experian,Senior Data Analyst,"Heredia, Costa Rica",Full Time,Senior-level,92000.0,"AWS,Business Intelligence,Consulting,Data analysis,Data Mining,EDA","Career development,Medical leave,Salary bonus,,",data analyst
Employer Direct Healthcare,Data Engineer,"Dallas, Texas, United States",Full Time,Mid-level,73000.0,"Azure,Business Analytics,Data analysis,Data governance,Data pipelines,Engineering","401(k) matching,Career development,Health care,Insurance,Medical leave",data engineer
Doctor Care,Data Operations Administrator ( 3 Month Contract ),"London, England, United Kingdom - Remote",Full Time,Mid-level,45000.0,"DataOps,Data quality,Excel,,,","Career development,Flex hours,Gear,Health care,Parental leave",other
Sertis,Senior Data Analyst - Business Intelligence,Bangkok,Full Time,Senior-level,92000.0,"Banking,Business Intelligence,Computer Vision,Data Analytics,Data governance,Data visualization","Career development,Flex hours,Startup environment,Team events,",data analyst
Fluence,Data Scientist - Battery Energy Storage System,Zurich,Full Time,Entry-level,39000.0,"Agile,Big Data,Chemistry,Data analysis,Engineering,Linux","Startup environment,,,,",data scientist
Natixis in Portugal,Data Analyst w/ Business Intelligence - CIB,"Porto, Portugal",Full Time,Entry-level,42000.0,"Banking,Big Data,Business Intelligence,Excel,HiveQL,Power BI","Startup environment,,,,",data analyst
2K,"Senior Data Engineer, Platforms",United States,Full Time,Senior-level,115000.0,"Airflow,APIs,Architecture,AWS,Azure,Big Data","Career development,,,,",data engineer
Interpublic Group,"IT Intern, Data Integration Services",USA - Remote,Internship,Entry-level,,"Excel,Splunk,Testing,,,","Equity,,,,",other
Spreedly,Data Analyst,"Durham, NC or Remote, US",Full Time,Senior-level,92000.0,"APIs,Big Data,Business Analytics,Data analysis,Data quality,Data visualization","401(k) matching,Career development,Competitive pay,Equity,Flex hours",data analyst
6point6,Data Architect,"London, United Kingdom",Full Time,Senior-level,135000.0,"Architecture,AWS,Big Data,Data strategy,Distributed Systems,Engineering","Competitive pay,Equity,Flex hours,Health care,Salary bonus",data architect
Unit4,Senior Cloud FinOps (Data Analyst Engineer),"Kuala Lumpur, Malaysia",Full Time,Senior-level,92000.0,"Azure,Consulting,Data analysis,Databricks,DevOps,Finance","Career development,Startup environment,Unlimited paid time off,,",data analyst
StackAdapt,Data Analyst,Canada,Full Time,Senior-level,92000.0,"Economics,Elasticsearch,Engineering,Excel,Finance,Mathematics","Career development,Competitive pay,Conferences,Equity,Flex vacation",data analyst
Experian,Data Scientist (Remote USA ONLY),"Costa Mesa, CA, United States",Full Time,Senior-level,129000.0,"Computer Science,Data analysis,Linux,Mathematics,Python,Research","401(k) matching,Equity,Flex hours,Flex vacation,Health care",data scientist
AUTO1 Group,Lead Data Scientist/ Data Science Manager (f/m/x),"Berlin, Germany",Full Time,Senior-level,144000.0,"AWS,Azure,Engineering,GCP,Google Cloud,Machine Learning","Career development,Relocation support,Startup environment,Team events,",data scientist
Addepar,"Sr. Manager, Portfolio Data Engineering","Pune, India",Full Time,Senior-level,115000.0,"Agile,Databricks,ELT,Engineering,ETL,FinTech","Career development,Health care,Startup environment,,",data engineer
dentsu international,Modelling / Data Science - Lead Analyst - Analyst,"Bengaluru, India",Full Time,Senior-level,55000.0,"Computer Science,Consulting,CX,EDA,Excel,Mathematics",",,,,",data scientist
Informa Group Plc.,Data Architect - 12 Month FTC,"London, United Kingdom",Full Time,Senior-level,135000.0,"Agile,Architecture,Athena,AWS,Data governance,Data management","Career development,Equity,Flex hours,Flex vacation,Medical leave",data architect
BEES,Data Scientist | Bees Data,New York City,Full Time,Mid-level,55000.0,"Computer Science,Consulting,Databricks,Data visualization,Deep Learning,E-commerce","Career development,Startup environment,,,",data scientist
Publicis Groupe,Data Scientist - Senior Manager (H/F),"Paris, France",Full Time,Senior-level,129000.0,"Agile,AWS,Azure,BigQuery,Data strategy,Engineering",",,,,",data scientist
Eurofins,Specification Coordinator - Data Management,"Ithaca, NY, United States",Full Time,Entry-level,39000.0,"Data management,Excel,Research,Testing,,","401(k) matching,Flex hours,Flex vacation,Health care,Insurance",other
Capco,Data Engineer,US - Dallas,Full Time,Senior-level,115000.0,"Architecture,AWS,Azure,Big Data,Consulting,Data management","Career development,Health care,Startup environment,,",data engineer
Sertis,"Data Analyst, Manager",Bangkok,Full Time,Senior-level,55000.0,"Banking,Business Intelligence,Computer Vision,Data Analytics,Data visualization,Engineering","Career development,Flex hours,Startup environment,Team events,",data analyst
Syngenta Group,Senior Master Data Engineer,"Downers Grove, ILLINOIS, United States",Full Time,Senior-level,115000.0,"APIs,CX,Data management,Data quality,Machine Learning,Microservices","401(k) matching,Career development,Flex vacation,Health care,Medical leave",data engineer
OZ,Azure Data Engineer,"Rosario, Santa Fe Province, Argentina",Full Time,Mid-level,45000.0,"Architecture,Azure,Big Data,Computer Science,Databricks,Data pipelines",",,,,",data engineer
Sertis,Senior Data Analyst - Business Insights,Bangkok,Full Time,Senior-level,92000.0,"Banking,Computer Vision,Consulting,Excel,Market research,Research","Career development,Flex hours,Startup environment,Team events,",data analyst
Talan,Consultant(e) Data Analyst - H/F,"Lyon, France",Full Time,Entry-level,39000.0,"AWS,Azure,Big Data,Data Analytics,ETL,GCP",",,,,",data analyst
Farfetch,Senior Data Product Manager,"IN Delhi, India, Delhi NCR",Full Time,Senior-level,55000.0,"Big Data,Business Intelligence,CX,Data Warehousing,E-commerce,Engineering","Career development,Flex hours,Health care,Insurance,",other
Illuma Technology,Data Analyst,"London, England, United Kingdom",Full Time,Entry-level,42000.0,"Business Intelligence,Computer Science,Data Mining,Linux,Machine Learning,Metabase","Career development,Health care,Insurance,Team events,",data analyst
Squarespace,"Sr. Data Engineer, Finance Products (Remote)","Remote, United States",Full Time,Senior-level,115000.0,"Airflow,BigQuery,Data pipelines,Data quality,Distributed Systems,Docker","Career development,Fertility benefits,Flex hours,Flex vacation,Health care",data engineer
Wolt,Senior Data Analyst (Wolt Market),"Berlin, Germany",Full Time,Senior-level,92000.0,"A/B testing,Business Intelligence,Computer Science,CX,Data analysis,Data Analytics","Career development,Competitive pay,Equity,Home office stipend,",data analyst
